stock,date,average_sentiment_score,dominant_sentiment_average,bullish_articles,bearish_articles,neutral_articles,dominant_sentiment_majority,num_articles_fetched,return
AMZN,2023-05-12,0.092294372,bullish,4,0,8,neutral,12,-0.0171153339607962
NVDA,2023-05-12,0.108697917,bullish,6,2,8,neutral,16,-0.0083278830490304
META,2023-05-12,0.021564214,neutral,7,2,21,neutral,30,-0.0083974007936894
TSLA,2023-05-12,0.061415745,bullish,9,1,11,neutral,21,-0.0238261625981439
BTC,2023-05-12,0.096068204,bullish,18,4,22,neutral,44,-0.0072515965245228
AAPL,2023-05-15,0.067771309,bullish,10,1,18,neutral,29,-0.0028974003132324
MSFT,2023-05-15,0.110793651,bullish,10,1,10,bullish,21,0.0015857500207043
GOOGL,2023-05-15,0.093583955,bullish,9,2,13,neutral,24,-0.0085099420472418
AMZN,2023-05-15,0.057251082,bullish,4,3,7,neutral,14,0.0085252566098295
NVDA,2023-05-15,0.176904762,bullish,6,0,4,bullish,10,0.0216300340079753
META,2023-05-15,0.069174784,bullish,10,2,20,neutral,32,0.0215987764156702
TSLA,2023-05-15,0.01956328,neutral,5,3,9,neutral,17,-0.0097034746129369
BTC,2023-05-15,0.088691277,bullish,13,3,10,bullish,26,0.0097307268012798
AAPL,2023-05-16,0.08487013,bullish,12,0,16,neutral,28,0.0
MSFT,2023-05-16,0.103621306,bullish,10,1,12,neutral,23,0.0073676872786738
GOOGL,2023-05-16,0.129613106,bullish,10,3,14,neutral,27,0.0257488824785478
AMZN,2023-05-16,0.111536797,bullish,7,2,5,bullish,14,0.0197842143706237
NVDA,2023-05-16,0.249996392,bullish,8,0,4,bullish,12,0.0089800756733804
META,2023-05-16,0.087236178,bullish,15,4,19,neutral,38,-0.0001673682130827
TSLA,2023-05-16,0.025355478,neutral,6,4,16,neutral,26,0.001021930644472
BTC,2023-05-16,0.05001889,bullish,11,4,18,neutral,33,-0.0057384153414947
AAPL,2023-05-17,0.116151417,bullish,12,0,10,bullish,22,0.0036032485499972
MSFT,2023-05-17,0.074258373,bullish,7,2,10,neutral,19,0.0094514971462487
GOOGL,2023-05-17,0.095285859,bullish,8,2,15,neutral,25,0.011128769621155
AMZN,2023-05-17,0.123257576,bullish,8,0,8,bullish,16,0.0185185048136162
NVDA,2023-05-17,0.204685315,bullish,8,1,4,bullish,13,0.0330332362741068
META,2023-05-17,0.097493687,bullish,18,8,18,bullish,44,0.0153672304499001
TSLA,2023-05-17,0.000362963,neutral,3,5,17,neutral,25,0.044078766211661
BTC,2023-05-17,0.048352966,neutral,12,2,24,neutral,38,0.0133948672826562
AAPL,2023-05-18,0.092143182,bullish,11,2,7,bullish,20,0.0136659656216708
MSFT,2023-05-18,0.029556678,neutral,4,5,9,neutral,18,0.0143948780804836
GOOGL,2023-05-18,0.035307024,neutral,6,2,20,neutral,28,0.0164681107301947
AMZN,2023-05-18,0.077575758,bullish,7,1,9,neutral,17,0.0229437361547957
NVDA,2023-05-18,0.020134199,neutral,3,1,10,neutral,14,0.0497051567467781
META,2023-05-18,0.075268563,bullish,19,6,25,neutral,50,0.0179801458511026
TSLA,2023-05-18,0.004054032,neutral,6,5,10,neutral,21,0.0174278084013561
BTC,2023-05-18,0.049459935,neutral,10,1,23,neutral,34,-0.0206795076227598
AAPL,2023-05-19,0.045027548,neutral,9,1,12,neutral,22,0.0006284924060391
MSFT,2023-05-19,0.024363636,neutral,5,3,7,neutral,15,-0.0005649916845708
GOOGL,2023-05-19,0.00735228,neutral,4,5,19,neutral,28,-0.0005699619042525
AMZN,2023-05-19,0.122767161,bullish,9,2,4,bullish,15,-0.0160812653520172
NVDA,2023-05-19,0.007229167,neutral,3,4,9,neutral,16,-0.0130690482032717
META,2023-05-19,0.065056542,bullish,15,1,26,neutral,42,-0.0049018984300137
TSLA,2023-05-19,0.061283892,bullish,9,2,8,bullish,19,0.0183730002329922
BTC,2023-05-19,0.061894616,bullish,8,1,23,neutral,32,0.0021585968530852
AAPL,2023-05-22,0.00468216,neutral,2,3,14,neutral,19,-0.0054808286108849
MSFT,2023-05-22,0.071131907,bullish,6,1,10,neutral,17,0.008921227600797
GOOGL,2023-05-22,0.028843631,neutral,5,2,15,neutral,22,0.0186543024448175
AMZN,2023-05-22,0.182843137,bullish,11,0,6,bullish,17,-0.0106666482904905
NVDA,2023-05-22,0.061276632,bullish,6,1,10,neutral,17,-0.0028147609894831
META,2023-05-22,0.116411937,bullish,17,1,18,neutral,36,0.0109103309957809
TSLA,2023-05-22,0.039157197,neutral,5,2,9,neutral,16,0.0484622835412351
BTC,2023-05-22,0.028200577,neutral,9,3,23,neutral,35,0.0036425134576618
AAPL,2023-05-23,0.034716733,neutral,6,1,16,neutral,23,-0.0151548565641593
MSFT,2023-05-23,0.028795926,neutral,5,2,19,neutral,26,-0.0184321537999399
GOOGL,2023-05-23,0.056116723,bullish,8,2,17,neutral,27,-0.0199120697363004
AMZN,2023-05-23,0.120614035,bullish,9,3,7,bullish,19,-0.000173935067293
NVDA,2023-05-23,0.054944685,bullish,6,1,13,neutral,20,-0.0156530666812927
META,2023-05-23,0.080628283,bullish,18,2,30,neutral,50,-0.0063627673649304
TSLA,2023-05-23,0.050121212,bullish,8,1,11,neutral,20,-0.0164133579968757
BTC,2023-05-23,0.057343274,bullish,13,4,19,neutral,36,0.0139453037543169
AAPL,2023-05-24,0.094113757,bullish,9,0,9,bullish,18,0.0016319922515581
MSFT,2023-05-24,0.038985244,neutral,8,2,21,neutral,31,-0.0044723662528045
GOOGL,2023-05-24,0.053175991,bullish,10,3,13,neutral,26,-0.0135443479260484
AMZN,2023-05-24,0.048283859,neutral,4,4,13,neutral,21,0.0153056976165488
NVDA,2023-05-24,0.077781443,bullish,11,1,9,bullish,21,-0.0048878179914337
META,2023-05-24,0.043820779,neutral,14,6,30,neutral,50,0.0100105420521854
TSLA,2023-05-24,0.025681818,neutral,5,2,9,neutral,16,-0.0154492668890034
BTC,2023-05-24,0.037252661,neutral,8,2,22,neutral,32,-0.0327230276510641
AAPL,2023-05-25,0.078823954,bullish,5,1,11,neutral,17,0.0066924383928259
MSFT,2023-05-25,0.070068871,bullish,6,0,16,neutral,22,0.0384578382372731
GOOGL,2023-05-25,-0.00194725,neutral,6,5,16,neutral,27,0.021339930853466
AMZN,2023-05-25,0.075438596,bullish,5,1,13,neutral,19,-0.0149892933618843
NVDA,2023-05-25,0.058070186,bullish,17,1,24,neutral,42,0.2436962669421691
META,2023-05-25,0.063504249,bullish,16,6,23,neutral,45,0.0139641019501077
TSLA,2023-05-25,0.051782531,bullish,5,2,10,neutral,17,0.0085839659738169
BTC,2023-05-25,0.027260508,neutral,8,2,21,neutral,31,0.0053688873014257
AAPL,2023-05-26,0.057282489,bullish,5,2,10,neutral,17,0.0141047451872247
MSFT,2023-05-26,0.068744589,bullish,5,0,16,neutral,21,0.0213855619985687
GOOGL,2023-05-26,-0.008731762,neutral,6,6,15,neutral,27,0.0091512559816067
AMZN,2023-05-26,0.088676236,bullish,9,2,8,bullish,19,0.0444347879161004
NVDA,2023-05-26,0.033188945,neutral,12,5,24,neutral,41,0.0254344375591542
META,2023-05-26,0.033212007,neutral,10,8,20,neutral,38,0.0370018123601396
TSLA,2023-05-26,0.044998969,neutral,6,2,13,neutral,21,0.0471621233299248
BTC,2023-05-26,0.045199653,neutral,11,3,18,neutral,32,0.0091812238848294
BTC,2023-05-29,0.107419183,bullish,8,3,16,neutral,27,-0.0120973437068298
AAPL,2023-05-30,0.172277146,bullish,10,2,8,bullish,20,0.0106595596501752
MSFT,2023-05-30,0.153333333,bullish,7,0,12,neutral,19,-0.0050465503321843
GOOGL,2023-05-30,0.107912458,bullish,9,2,13,neutral,24,-0.0075434959085066
AMZN,2023-05-30,0.241017316,bullish,8,0,6,bullish,14,0.0129048625749839
NVDA,2023-05-30,0.126405434,bullish,15,1,13,bullish,29,0.0299132516877091
META,2023-05-30,0.042127687,neutral,14,6,19,neutral,39,0.0018319234225614
TSLA,2023-05-30,0.102634279,bullish,7,5,6,bullish,18,0.041362559242642
BTC,2023-05-30,0.054802578,bullish,10,5,19,neutral,34,-0.0015690671469931
AAPL,2023-05-31,0.105615577,bullish,13,3,13,bullish,29,-0.0002821318927533
MSFT,2023-05-31,0.123916667,bullish,7,1,12,neutral,20,-0.0085143541653286
GOOGL,2023-05-31,0.090709013,bullish,9,1,16,neutral,26,-0.0064687753949028
AMZN,2023-05-31,0.113271605,bullish,6,1,11,neutral,18,-0.0088772135339911
NVDA,2023-05-31,0.100543953,bullish,14,1,22,neutral,37,-0.0567675325911123
META,2023-05-31,0.077075758,bullish,14,4,22,neutral,40,0.008380165005722
TSLA,2023-05-31,0.085545936,bullish,9,1,11,neutral,21,0.0137700783617236
BTC,2023-05-31,0.055798898,bullish,10,2,21,neutral,33,-0.0174242045550767
AAPL,2023-06-01,0.049378994,neutral,11,2,15,neutral,28,0.0160225803944622
MSFT,2023-06-01,0.051247896,bullish,9,1,14,neutral,24,0.0127591756020382
GOOGL,2023-06-01,0.045555315,neutral,9,2,19,neutral,30,0.0069178314946418
AMZN,2023-06-01,0.010893246,neutral,4,2,11,neutral,17,0.0181621726551317
NVDA,2023-06-01,0.091801587,bullish,10,0,15,neutral,25,0.0511711053697225
META,2023-06-01,0.035350443,neutral,10,3,43,neutral,56,0.0298051169176984
TSLA,2023-06-01,0.029062851,neutral,5,1,12,neutral,18,0.0176041373295554
BTC,2023-06-01,0.038537879,neutral,12,4,24,neutral,40,-0.0146837092476463
AAPL,2023-06-02,0.018030303,neutral,7,3,16,neutral,26,0.0047754391530629
MSFT,2023-06-02,0.041411846,neutral,7,2,13,neutral,22,0.0084791894525755
GOOGL,2023-06-02,0.021563147,neutral,7,4,12,neutral,23,0.0076785894982904
AMZN,2023-06-02,0.049366472,neutral,6,3,10,neutral,19,0.0120550899845379
NVDA,2023-06-02,0.09952381,bullish,11,1,13,neutral,25,-0.011139231030571
META,2023-06-02,0.020004209,neutral,10,6,59,neutral,75,0.0
TSLA,2023-06-02,0.183624709,bullish,7,0,6,bullish,13,0.0310813262116829
BTC,2023-06-02,0.070574085,bullish,15,4,25,neutral,44,0.0160185542694759
AAPL,2023-06-05,0.088577489,bullish,11,0,14,neutral,25,-0.0075710793445032
MSFT,2023-06-05,0.029885662,neutral,5,2,8,neutral,15,0.0016101306044939
GOOGL,2023-06-05,0.084415584,bullish,9,1,11,neutral,21,0.0107484324601272
AMZN,2023-06-05,0.09047138,bullish,5,0,4,bullish,9,0.0084507287867832
NVDA,2023-06-05,0.092155483,bullish,6,2,4,bullish,12,-0.0039665774841843
META,2023-06-05,0.05232462,bullish,11,1,14,neutral,26,-0.0044752767507771
TSLA,2023-06-05,0.129138258,bullish,6,0,10,neutral,16,0.0170117276668793
BTC,2023-06-05,0.074389999,bullish,10,6,12,neutral,28,-0.0501111922380486
AAPL,2023-06-06,0.098826174,bullish,17,1,21,neutral,39,-0.0020604976014714
MSFT,2023-06-06,0.074090909,bullish,6,2,12,neutral,20,-0.0067274705829969
GOOGL,2023-06-06,0.116150138,bullish,10,1,11,neutral,22,0.0103165720812268
AMZN,2023-06-06,0.131115355,bullish,8,0,9,neutral,17,0.0104548884811488
NVDA,2023-06-06,0.143854167,bullish,8,1,7,bullish,16,-0.0131985438952215
META,2023-06-06,0.073168969,bullish,16,2,17,neutral,35,-0.0009948001290429
TSLA,2023-06-06,0.124462121,bullish,7,0,13,neutral,20,0.0170028810158744
BTC,2023-06-06,0.057650212,bullish,9,5,17,neutral,31,0.0574021716302086
AAPL,2023-06-07,0.069114959,bullish,9,2,16,neutral,27,-0.0077561536541026
MSFT,2023-06-07,0.112340909,bullish,6,1,13,neutral,20,-0.0308679567476103
GOOGL,2023-06-07,0.091087542,bullish,9,4,17,neutral,30,-0.0377817873066873
AMZN,2023-06-07,0.141077694,bullish,6,0,13,neutral,19,-0.0424926722018995
NVDA,2023-06-07,0.201041667,bullish,9,0,7,bullish,16,-0.0304012828728769
META,2023-06-07,0.057482892,bullish,14,2,28,neutral,44,-0.0277368341899378
TSLA,2023-06-07,0.073752914,bullish,4,0,9,neutral,13,0.014730512862447
BTC,2023-06-07,0.053946078,bullish,13,4,17,neutral,34,-0.0327762495700458
AAPL,2023-06-08,0.092755411,bullish,9,1,10,neutral,20,0.0154650391838813
MSFT,2023-06-08,0.113425431,bullish,6,1,10,neutral,17,0.0058136121239791
GOOGL,2023-06-08,0.022343533,neutral,8,7,19,neutral,34,-0.0029387453335737
AMZN,2023-06-08,0.064016608,bullish,4,3,9,neutral,16,0.0249112971990499
NVDA,2023-06-08,0.14703125,bullish,6,2,8,neutral,16,0.0276186255192278
META,2023-06-08,0.03072767,neutral,11,5,28,neutral,44,0.0037177032519735
TSLA,2023-06-08,0.061742424,bullish,4,0,12,neutral,16,0.0458208707776226
BTC,2023-06-08,0.069629049,bullish,10,2,17,neutral,29,0.0061572444403654
AAPL,2023-06-09,0.067924702,bullish,8,4,10,neutral,22,0.0021597541265938
MSFT,2023-06-09,0.033604618,neutral,4,4,12,neutral,20,0.0047040054096347
GOOGL,2023-06-09,0.00949938,neutral,10,8,20,neutral,38,0.0007369301165189
AMZN,2023-06-09,0.013674805,neutral,3,5,11,neutral,19,-0.0065995951293699
NVDA,2023-06-09,0.041649306,neutral,5,5,6,neutral,16,0.0067514413929974
META,2023-06-09,0.029871454,neutral,10,8,29,neutral,47,0.001398556056579
TSLA,2023-06-09,0.066708911,bullish,7,2,14,neutral,23,0.0406199151040636
BTC,2023-06-09,0.065149343,bullish,8,4,19,neutral,31,-0.0010503081775867
AAPL,2023-06-12,0.114274367,bullish,12,1,9,bullish,22,0.0156388890613596
MSFT,2023-06-12,0.115333895,bullish,8,2,8,bullish,18,0.0154838502442409
GOOGL,2023-06-12,0.089263085,bullish,11,2,9,bullish,22,0.011535504712629
AMZN,2023-06-12,0.052037037,bullish,4,5,5,bearish,14,0.0254395153681026
NVDA,2023-06-12,0.202505495,bullish,9,1,3,bullish,13,0.0183646312642784
META,2023-06-12,0.074380673,bullish,13,5,13,bullish,31,0.0230229612188634
TSLA,2023-06-12,0.143856209,bullish,8,1,8,bullish,17,0.0222177089614421
BTC,2023-06-12,0.107922078,bullish,8,2,15,neutral,25,-0.0014521096700444
AAPL,2023-06-13,0.044085253,neutral,8,3,14,neutral,25,-0.0026116524115578
MSFT,2023-06-13,0.054751684,bullish,6,3,15,neutral,24,0.0073528693485527
GOOGL,2023-06-13,0.059127851,bullish,9,1,16,neutral,26,0.0015368603088361
AMZN,2023-06-13,0.012904483,neutral,4,7,8,neutral,19,0.0007111003199982
NVDA,2023-06-13,0.100744048,bullish,5,0,11,neutral,16,0.0390052538971179
META,2023-06-13,0.053593074,bullish,19,7,22,neutral,48,0.0009963871922653
TSLA,2023-06-13,0.109113757,bullish,8,3,10,neutral,21,0.035544128242966
BTC,2023-06-13,0.077002165,bullish,13,0,25,neutral,38,0.0006265231396582
AAPL,2023-06-14,0.043553719,neutral,4,3,15,neutral,22,0.0034912093816301
MSFT,2023-06-14,0.065050505,bullish,6,2,13,neutral,21,0.0091236758691521
GOOGL,2023-06-14,0.070918418,bullish,16,1,21,neutral,38,-0.0012921698968749
AMZN,2023-06-14,0.006015038,neutral,6,3,10,neutral,19,-0.0018948798849266
NVDA,2023-06-14,0.108694084,bullish,9,0,12,neutral,21,0.0481448475191585
META,2023-06-14,0.07450303,bullish,19,3,28,neutral,50,0.0074820628982399
TSLA,2023-06-14,0.088191122,bullish,6,3,10,neutral,19,-0.0074213713175806
BTC,2023-06-14,0.030310606,neutral,9,5,26,neutral,40,-0.0306362533909141
AAPL,2023-06-15,0.049261364,neutral,5,3,12,neutral,20,0.0111988518923953
MSFT,2023-06-15,0.094477502,bullish,11,1,10,bullish,22,0.0318967044681615
GOOGL,2023-06-15,0.083037694,bullish,16,2,23,neutral,41,0.0114821103793079
AMZN,2023-06-15,0.076327361,bullish,8,2,8,bullish,18,0.0054580165432698
NVDA,2023-06-15,0.150698653,bullish,10,0,8,bullish,18,-0.0080005027386117
META,2023-06-15,0.073451329,bullish,16,1,31,neutral,48,0.031022243629952
TSLA,2023-06-15,0.030959596,neutral,7,2,13,neutral,22,-0.0034659239799892
BTC,2023-06-15,0.039533877,neutral,9,8,26,neutral,43,0.0179790877276557
AAPL,2023-06-16,0.036952508,neutral,5,3,9,neutral,17,-0.0058599942939112
MSFT,2023-06-16,0.069175653,bullish,8,0,14,neutral,22,-0.0165756798204321
GOOGL,2023-06-16,0.029647924,neutral,8,8,14,neutral,30,-0.0124709134240753
AMZN,2023-06-16,0.079261138,bullish,6,4,6,bullish,16,-0.012744888197649
NVDA,2023-06-16,0.105277778,bullish,4,1,7,neutral,12,0.0009142678394968
META,2023-06-16,0.080645479,bullish,15,2,24,neutral,41,-0.00294493547838
TSLA,2023-06-16,0.038876263,neutral,7,3,10,neutral,20,0.0181321405201535
BTC,2023-06-16,0.037155067,neutral,10,4,25,neutral,39,0.029365685552642
BTC,2023-06-19,0.029047619,neutral,5,1,18,neutral,24,0.0195478525476706
AAPL,2023-06-20,0.184024557,bullish,13,1,10,bullish,24,0.0004866613020448
MSFT,2023-06-20,0.070887789,bullish,4,3,14,neutral,21,-0.0125025917235658
GOOGL,2023-06-20,0.100310315,bullish,7,1,18,neutral,26,-0.003481035765428
AMZN,2023-06-20,0.140183983,bullish,6,0,11,neutral,17,0.002310948445805
NVDA,2023-06-20,0.170634921,bullish,7,3,4,bullish,14,0.0261406421777066
META,2023-06-20,0.090731602,bullish,15,5,15,bullish,35,0.0118504019887559
TSLA,2023-06-20,0.060849403,bullish,7,2,13,neutral,22,0.0533891272200177
BTC,2023-06-20,0.053590698,bullish,11,5,25,neutral,41,0.0549870534961889
AAPL,2023-06-21,0.154361305,bullish,14,3,10,bullish,27,-0.0056752029867983
MSFT,2023-06-21,0.081517857,bullish,8,3,10,neutral,21,-0.0132820983510737
GOOGL,2023-06-21,0.073507295,bullish,7,3,17,neutral,27,-0.0207147830183627
AMZN,2023-06-21,0.106439517,bullish,7,2,13,neutral,22,-0.0075528459012718
NVDA,2023-06-21,0.134433973,bullish,9,1,8,bullish,18,-0.0174168137712736
META,2023-06-21,0.104712553,bullish,20,4,19,bullish,43,-0.0094607858453455
TSLA,2023-06-21,0.138309179,bullish,11,1,11,bullish,23,-0.0546184007477668
BTC,2023-06-21,0.079310709,bullish,16,8,18,neutral,42,0.0600056234027324
AAPL,2023-06-22,0.080693639,bullish,11,4,13,neutral,28,0.0165252345917825
MSFT,2023-06-22,0.026096014,neutral,7,6,10,neutral,23,0.0184374160331659
GOOGL,2023-06-22,0.040783699,neutral,9,3,17,neutral,29,0.0215677957435305
AMZN,2023-06-22,0.074686276,bullish,6,3,12,neutral,21,0.0426178962380356
NVDA,2023-06-22,0.074209105,bullish,6,2,10,neutral,18,-0.0004644969278391
META,2023-06-22,0.0623303,bullish,19,4,32,neutral,55,0.0115041234937989
TSLA,2023-06-22,0.131807134,bullish,13,0,11,bullish,24,0.0198488941111987
BTC,2023-06-22,0.044033525,neutral,12,4,27,neutral,43,-0.0038303689299371
AAPL,2023-06-23,0.077263492,bullish,8,1,16,neutral,25,-0.0017112417247663
MSFT,2023-06-23,0.077676768,bullish,6,3,12,neutral,21,-0.0138058369126328
GOOGL,2023-06-23,0.042854218,neutral,12,2,23,neutral,37,-0.0065774166780345
AMZN,2023-06-23,0.073975045,bullish,5,1,11,neutral,17,-0.0063003619199696
NVDA,2023-06-23,0.076329365,bullish,3,2,7,neutral,12,-0.018965852170064
META,2023-06-23,0.092707747,bullish,25,8,35,neutral,68,0.0135144914873768
TSLA,2023-06-23,0.077835227,bullish,8,1,11,neutral,20,-0.0302708880672237
BTC,2023-06-23,0.04007988,neutral,13,5,25,neutral,43,0.0261828074379983
AAPL,2023-06-26,0.064710197,bullish,8,2,11,neutral,21,-0.0075529732128296
MSFT,2023-06-26,-0.027304625,bearish,2,2,15,neutral,19,-0.0191629527857539
GOOGL,2023-06-26,0.018289177,neutral,4,5,16,neutral,25,-0.0326957505300602
AMZN,2023-06-26,0.037121212,neutral,2,1,7,neutral,10,-0.015464315871677
NVDA,2023-06-26,0.092977737,bullish,5,0,9,neutral,14,-0.0373617427270037
META,2023-06-26,0.000685112,neutral,2,1,20,neutral,23,-0.0355350000456228
TSLA,2023-06-26,0.028742527,neutral,3,2,9,neutral,14,-0.0606001663362577
BTC,2023-06-26,0.089450411,bullish,23,5,24,neutral,52,-0.0068611897530509
AAPL,2023-06-27,0.068531124,bullish,10,5,14,neutral,29,0.0150590786588671
MSFT,2023-06-27,0.076248485,bullish,9,2,14,neutral,25,0.0181678668087508
GOOGL,2023-06-27,0.080135135,bullish,11,6,20,neutral,37,-8.443850722039681e-05
AMZN,2023-06-27,0.181512987,bullish,10,1,9,bullish,20,0.0145291040455743
NVDA,2023-06-27,0.132313066,bullish,10,0,12,neutral,22,0.0306162473247333
META,2023-06-27,0.056237569,bullish,13,4,26,neutral,43,0.0308111576656173
TSLA,2023-06-27,0.050065737,bullish,3,0,15,neutral,18,0.0380004295629174
BTC,2023-06-27,0.092228152,bullish,27,6,25,bullish,58,0.0137765980749888
AAPL,2023-06-28,0.053924363,bullish,8,5,11,neutral,24,0.0063277676597186
MSFT,2023-06-28,0.117478632,bullish,12,2,12,bullish,26,0.0038259339838371
GOOGL,2023-06-28,0.107892806,bullish,15,4,16,neutral,35,0.0156342200642964
AMZN,2023-06-28,0.16802005,bullish,8,1,10,neutral,19,-0.0010837544324669
NVDA,2023-06-28,0.115223377,bullish,12,2,11,bullish,25,-0.0181249391094749
META,2023-06-28,0.059381564,bullish,14,6,28,neutral,48,-0.0061312066047259
TSLA,2023-06-28,0.077777778,bullish,5,0,14,neutral,19,0.0240996896954786
BTC,2023-06-28,0.026764053,neutral,10,6,20,neutral,36,-0.0196140103892863
AAPL,2023-06-29,0.041367624,neutral,5,0,14,neutral,19,0.0017964608038667
MSFT,2023-06-29,0.080917874,bullish,7,0,16,neutral,23,-0.0023821754370998
GOOGL,2023-06-29,0.046973133,neutral,13,5,24,neutral,42,-0.0089865549867808
AMZN,2023-06-29,0.067786458,bullish,4,1,11,neutral,16,-0.0088344065372515
NVDA,2023-06-29,0.063313131,bullish,8,3,9,neutral,20,-0.0071746117669684
META,2023-06-29,0.028962288,neutral,11,7,34,neutral,52,-0.0131796969099227
TSLA,2023-06-29,0.06335413,bullish,6,2,9,neutral,17,0.0049173033626503
BTC,2023-06-29,0.043103896,neutral,8,3,19,neutral,30,0.0119358682246701
AAPL,2023-06-30,0.0811057,bullish,10,1,13,neutral,24,0.023102660414102
MSFT,2023-06-30,0.080347594,bullish,5,1,11,neutral,17,0.0163857174897519
GOOGL,2023-06-30,0.03906411,neutral,14,6,29,neutral,49,0.0050377744685083
AMZN,2023-06-30,0.080903116,bullish,7,2,7,bullish,16,0.0192337690001895
NVDA,2023-06-30,0.060437951,bullish,6,3,6,bullish,15,0.0362549522563087
META,2023-06-30,0.028322741,neutral,11,5,31,neutral,47,0.0193586141736259
TSLA,2023-06-30,0.049045455,neutral,7,1,12,neutral,20,0.0165824816064927
BTC,2023-06-30,0.039013949,neutral,8,5,20,neutral,33,0.0010477918298796
AAPL,2023-07-03,0.074047044,bullish,10,1,12,neutral,23,-0.007784719693515
MSFT,2023-07-03,0.078074866,bullish,5,2,10,neutral,17,-0.0074880768276047
GOOGL,2023-07-03,0.085430778,bullish,6,1,10,neutral,17,0.0016709261284459
AMZN,2023-07-03,0.187962963,bullish,5,1,3,bullish,9,-0.0010739443770555
NVDA,2023-07-03,0.065214646,bullish,5,1,6,neutral,12,0.0026239189100434
META,2023-07-03,0.083886364,bullish,15,2,9,bullish,26,-0.0033452263327745
TSLA,2023-07-03,0.119718779,bullish,12,1,9,bullish,22,0.0689537344542736
BTC,2023-07-03,0.063200758,bullish,11,4,17,neutral,32,0.017493679292688
BTC,2023-07-04,0.020735963,neutral,9,8,20,neutral,37,-0.0121598433108826
AAPL,2023-07-05,0.087365079,bullish,10,3,12,neutral,25,-0.0058714523093547
MSFT,2023-07-05,0.060538847,bullish,6,1,12,neutral,19,0.0004732541093226
GOOGL,2023-07-05,0.041006944,neutral,7,1,24,neutral,32,0.0154295015144549
AMZN,2023-07-05,0.153776224,bullish,9,0,4,bullish,13,0.001228718020346
NVDA,2023-07-05,0.107395833,bullish,7,2,7,bullish,16,-0.0022632406597231
META,2023-07-05,0.038130416,neutral,19,3,45,neutral,67,0.0291936990595544
TSLA,2023-07-05,0.065119048,bullish,8,2,6,bullish,16,0.009506123909958
BTC,2023-07-05,0.042459555,neutral,13,8,20,neutral,41,-0.0085586975402272
AAPL,2023-07-06,0.063571429,bullish,6,3,15,neutral,24,0.0025088924986864
MSFT,2023-07-06,0.087868481,bullish,7,1,13,neutral,21,0.0092266005696448
GOOGL,2023-07-06,0.043418786,neutral,9,2,21,neutral,32,-0.0134701846044394
AMZN,2023-07-06,0.098520499,bullish,6,0,11,neutral,17,-0.0154932059887292
NVDA,2023-07-06,0.082444444,bullish,5,2,8,neutral,15,-0.0050571260257378
META,2023-07-06,0.048211473,neutral,39,3,76,neutral,118,-0.0080850567408826
TSLA,2023-07-06,0.065690647,bullish,11,3,5,bullish,19,-0.021028045208104
BTC,2023-07-06,0.036841085,neutral,9,4,30,neutral,43,-0.0198212241714321
AAPL,2023-07-07,0.090641822,bullish,6,3,14,neutral,23,-0.0058913491076314
MSFT,2023-07-07,0.137218615,bullish,9,4,7,bullish,20,-0.0118672733333966
GOOGL,2023-07-07,0.064733791,bullish,13,5,11,bullish,29,-0.0052452490868563
AMZN,2023-07-07,0.12422619,bullish,5,0,15,neutral,20,0.0110626220177096
NVDA,2023-07-07,0.185393046,bullish,6,0,3,bullish,9,0.0095004170578756
META,2023-07-07,0.052397826,bullish,46,6,74,neutral,126,-0.0050001479302667
TSLA,2023-07-07,0.069079851,bullish,9,2,12,neutral,23,-0.0076300564256251
BTC,2023-07-07,0.02355906,neutral,9,3,30,neutral,42,0.0144746679434417
AAPL,2023-07-10,0.035863095,neutral,5,2,11,neutral,18,-0.0108558150167183
MSFT,2023-07-10,0.061748737,bullish,6,3,7,neutral,16,-0.0159837351064291
GOOGL,2023-07-10,0.075769697,bullish,10,3,12,neutral,25,-0.0253599785233412
AMZN,2023-07-10,0.072222222,bullish,3,2,5,neutral,10,-0.0204191828540967
NVDA,2023-07-10,0.108333333,bullish,3,1,4,neutral,8,-0.0075993653861401
META,2023-07-10,0.046014777,neutral,14,10,30,neutral,54,0.0122879304721843
TSLA,2023-07-10,-0.038571429,bearish,2,1,8,neutral,11,-0.0175637045981094
BTC,2023-07-10,0.025567871,neutral,6,2,21,neutral,29,0.0080618620074273
AAPL,2023-07-11,0.072043808,bullish,5,0,18,neutral,23,-0.00281004274268
MSFT,2023-07-11,0.046837121,neutral,7,8,17,neutral,32,0.0019288094311904
GOOGL,2023-07-11,0.053674242,bullish,9,2,21,neutral,32,0.0059254210326769
AMZN,2023-07-11,0.044365079,neutral,8,6,7,bullish,21,0.0129788528398204
NVDA,2023-07-11,0.1365625,bullish,7,2,7,bullish,16,0.0053342234110835
META,2023-07-11,0.055031566,bullish,17,9,42,neutral,68,0.0142469123148669
TSLA,2023-07-11,-0.050840336,bearish,3,2,12,neutral,17,0.0006677170844566
BTC,2023-07-11,0.04841811,neutral,11,3,24,neutral,38,0.0067888891036589
AAPL,2023-07-12,0.09418522,bullish,10,0,18,neutral,28,0.0089854790906613
MSFT,2023-07-12,0.04223894,neutral,10,8,23,neutral,41,0.0142269175095637
GOOGL,2023-07-12,0.061459195,bullish,9,2,19,neutral,30,0.0152808312182313
AMZN,2023-07-12,0.038778721,neutral,10,6,10,bullish,26,0.0156856988011222
