stock,date,average_sentiment_score,dominant_sentiment_average,bullish_articles,bearish_articles,neutral_articles,dominant_sentiment_majority,num_articles_fetched
TSLA,3/15/2021,0.087409812,bullish,6,1,5,bullish,12
BTC,3/15/2021,0.040118807,neutral,7,4,19,neutral,30
AAPL,3/16/2021,0.053872054,bullish,5,0,13,neutral,18
MSFT,3/16/2021,0.043787879,neutral,3,2,6,neutral,11
GOOGL,3/16/2021,0.022607588,neutral,3,3,11,neutral,17
AMZN,3/16/2021,0.096471861,bullish,2,1,4,neutral,7
NVDA,3/16/2021,0.056619048,bullish,3,1,6,neutral,10
META,3/16/2021,0.009496261,neutral,3,3,16,neutral,22
TSLA,3/16/2021,0.071274651,bullish,6,2,7,neutral,15
BTC,3/16/2021,0.022113997,neutral,7,5,28,neutral,40
AAPL,3/17/2021,0.105237987,bullish,6,1,12,neutral,19
MSFT,3/17/2021,0.043075758,neutral,3,2,5,neutral,10
GOOGL,3/17/2021,0.021609371,neutral,4,2,11,neutral,17
AMZN,3/17/2021,0.111824495,bullish,7,3,6,bullish,16
NVDA,3/17/2021,0.010555556,neutral,1,0,5,neutral,6
META,3/17/2021,0.095908747,bullish,9,0,12,neutral,21
TSLA,3/17/2021,0.061322314,bullish,4,2,5,neutral,11
BTC,3/17/2021,0.061741855,bullish,11,5,22,neutral,38
AAPL,3/18/2021,0.115925522,bullish,7,1,9,neutral,17
MSFT,3/18/2021,0.046666667,neutral,3,1,8,neutral,12
GOOGL,3/18/2021,0.022848485,neutral,5,1,14,neutral,20
AMZN,3/18/2021,0.121141975,bullish,8,2,8,bullish,18
NVDA,3/18/2021,0.095833333,bullish,1,0,3,neutral,4
META,3/18/2021,0.039259259,neutral,5,1,15,neutral,21
TSLA,3/18/2021,0.045185185,neutral,3,1,8,neutral,12
BTC,3/18/2021,0.085514593,bullish,12,5,14,neutral,31
AAPL,3/19/2021,0.078571429,bullish,4,0,10,neutral,14
MSFT,3/19/2021,0.052653061,bullish,5,2,6,neutral,13
GOOGL,3/19/2021,0.045775401,neutral,7,1,9,neutral,17
AMZN,3/19/2021,0.081244261,bullish,4,0,7,neutral,11
NVDA,3/19/2021,0.266666667,bullish,2,0,1,bullish,3
META,3/19/2021,0.034305556,neutral,6,2,14,neutral,22
TSLA,3/19/2021,0.044537815,neutral,4,2,11,neutral,17
BTC,3/19/2021,0.045466667,neutral,6,2,17,neutral,25
AAPL,3/22/2021,-0.034575758,bearish,1,2,7,neutral,10
MSFT,3/22/2021,0.018326118,neutral,2,1,3,neutral,6
GOOGL,3/22/2021,0.062240829,bullish,7,0,12,neutral,19
AMZN,3/22/2021,0.012905243,neutral,3,2,4,neutral,9
NVDA,3/22/2021,0,neutral,0,0,1,neutral,1
META,3/22/2021,0.124974937,bullish,7,0,12,neutral,19
TSLA,3/22/2021,0.016054422,neutral,4,3,7,neutral,14
BTC,3/22/2021,0.009048927,neutral,7,3,16,neutral,26
AAPL,3/23/2021,0.005443913,neutral,5,5,9,neutral,19
MSFT,3/23/2021,0.131493506,bullish,7,0,7,bullish,14
GOOGL,3/23/2021,0.03452381,neutral,6,1,13,neutral,20
AMZN,3/23/2021,0.040441017,neutral,6,2,8,neutral,16
NVDA,3/23/2021,0.041666667,neutral,1,0,2,neutral,3
META,3/23/2021,0.082782369,bullish,6,0,16,neutral,22
TSLA,3/23/2021,0.026998557,neutral,5,4,9,neutral,18
BTC,3/23/2021,0.061102253,bullish,11,2,19,neutral,32
AAPL,3/24/2021,0.053964646,bullish,6,3,7,neutral,16
MSFT,3/24/2021,0.138235294,bullish,8,0,9,neutral,17
GOOGL,3/24/2021,0.017092226,neutral,3,2,14,neutral,19
AMZN,3/24/2021,0.096749311,bullish,5,0,6,neutral,11
NVDA,3/24/2021,0.084722222,bullish,3,0,3,bullish,6
META,3/24/2021,0.076949036,bullish,8,0,14,neutral,22
TSLA,3/24/2021,0.053400673,bullish,4,2,12,neutral,18
BTC,3/24/2021,0.05561828,bullish,8,1,22,neutral,31
AAPL,3/25/2021,0.080176768,bullish,5,0,7,neutral,12
MSFT,3/25/2021,0.09077135,bullish,5,0,6,neutral,11
GOOGL,3/25/2021,0.033709645,neutral,5,4,8,neutral,17
AMZN,3/25/2021,0.079166667,bullish,4,1,8,neutral,13
NVDA,3/25/2021,0.08968254,bullish,3,0,4,neutral,7
META,3/25/2021,0.075428195,bullish,7,1,15,neutral,23
TSLA,3/25/2021,0.060769231,bullish,3,1,9,neutral,13
BTC,3/25/2021,0.016203704,neutral,3,2,22,neutral,27
AAPL,3/26/2021,0.03553094,neutral,7,2,8,neutral,17
MSFT,3/26/2021,0.059069264,bullish,4,1,3,bullish,8
GOOGL,3/26/2021,-0.041632006,bearish,3,5,9,neutral,17
AMZN,3/26/2021,0.074652778,bullish,3,1,8,neutral,12
NVDA,3/26/2021,0.288888889,bullish,2,0,0,bullish,2
META,3/26/2021,0.110306638,bullish,11,3,11,bullish,25
TSLA,3/26/2021,0.04269697,neutral,6,2,7,neutral,15
BTC,3/26/2021,0.028,neutral,4,2,14,neutral,20
AAPL,3/29/2021,0.124147973,bullish,7,0,4,bullish,11
MSFT,3/29/2021,0.080605295,bullish,6,0,5,bullish,11
GOOGL,3/29/2021,0.049108225,neutral,7,2,11,neutral,20
AMZN,3/29/2021,0.144675926,bullish,4,0,2,bullish,6
NVDA,3/29/2021,0.119444444,bullish,2,0,4,neutral,6
META,3/29/2021,0.093895477,bullish,9,1,13,neutral,23
TSLA,3/29/2021,-0.071731602,bearish,1,3,3,bearish,7
BTC,3/29/2021,0.052619048,bullish,8,2,13,neutral,23
AAPL,3/30/2021,0.125444555,bullish,5,0,8,neutral,13
MSFT,3/30/2021,0.094669913,bullish,5,0,7,neutral,12
GOOGL,3/30/2021,0.060512266,bullish,5,0,16,neutral,21
AMZN,3/30/2021,0.136666667,bullish,3,0,2,bullish,5
NVDA,3/30/2021,0.027777778,neutral,1,0,8,neutral,9
META,3/30/2021,0.080362319,bullish,7,0,16,neutral,23
TSLA,3/30/2021,0.083245723,bullish,6,1,7,neutral,14
BTC,3/30/2021,0.091794872,bullish,8,1,17,neutral,26
AAPL,3/31/2021,0.092430976,bullish,5,1,9,neutral,15
MSFT,3/31/2021,0.065566679,bullish,5,2,9,neutral,16
GOOGL,3/31/2021,0.037371934,neutral,5,2,17,neutral,24
AMZN,3/31/2021,0.112489177,bullish,3,1,2,bullish,6
NVDA,3/31/2021,0,neutral,0,0,4,neutral,4
META,3/31/2021,0.059181818,bullish,6,2,12,neutral,20
TSLA,3/31/2021,0.10526425,bullish,6,1,9,neutral,16
BTC,3/31/2021,0.046730661,neutral,9,4,10,neutral,23
AAPL,4/1/2021,0.033845118,neutral,6,2,7,neutral,15
MSFT,4/1/2021,0.027109508,neutral,4,2,9,neutral,15
GOOGL,4/1/2021,0.05165739,bullish,8,3,10,neutral,21
AMZN,4/1/2021,0.153603896,bullish,5,1,3,bullish,9
NVDA,4/1/2021,-0.025,bearish,1,1,4,neutral,6
META,4/1/2021,0.025572181,neutral,4,2,17,neutral,23
TSLA,4/1/2021,0.058683983,bullish,4,1,9,neutral,14
BTC,4/1/2021,0.040889971,neutral,11,6,13,neutral,30
AAPL,4/2/2021,0.003205128,neutral,3,2,8,neutral,13
MSFT,4/2/2021,0.010958066,neutral,3,1,7,neutral,11
GOOGL,4/2/2021,0.012407407,neutral,5,4,9,neutral,18
AMZN,4/2/2021,0.142267316,bullish,3,0,3,bullish,6
NVDA,4/2/2021,-0.03,bearish,1,1,3,neutral,5
META,4/2/2021,0.044593555,neutral,4,2,15,neutral,21
TSLA,4/2/2021,0.072380952,bullish,3,0,7,neutral,10
BTC,4/2/2021,0.03142812,neutral,5,3,16,neutral,24
AAPL,4/5/2021,0.017272727,neutral,1,2,8,neutral,11
MSFT,4/5/2021,0.127636364,bullish,7,0,3,bullish,10
GOOGL,4/5/2021,0.047736185,neutral,5,1,11,neutral,17
AMZN,4/5/2021,0.051590909,bullish,2,1,3,neutral,6
NVDA,4/5/2021,0.095238095,bullish,1,0,1,bullish,2
META,4/5/2021,0.096889301,bullish,5,2,7,neutral,14
TSLA,4/5/2021,0.029040404,neutral,2,1,7,neutral,10
BTC,4/5/2021,0.068756614,bullish,7,1,13,neutral,21
AAPL,4/6/2021,0.060579125,bullish,3,2,10,neutral,15
MSFT,4/6/2021,0.096198347,bullish,4,0,7,neutral,11
GOOGL,4/6/2021,0.062835498,bullish,8,3,10,neutral,21
AMZN,4/6/2021,0.029949495,neutral,2,2,5,neutral,9
NVDA,4/6/2021,0.040595238,neutral,1,0,4,neutral,5
META,4/6/2021,0.042796674,neutral,5,4,12,neutral,21
TSLA,4/6/2021,0.073101343,bullish,5,1,7,neutral,13
BTC,4/6/2021,0.052628253,bullish,13,2,14,neutral,29
AAPL,4/7/2021,0.094885409,bullish,7,3,7,bullish,17
MSFT,4/7/2021,0.127922078,bullish,5,0,6,neutral,11
GOOGL,4/7/2021,0.057780749,bullish,6,3,8,neutral,17
AMZN,4/7/2021,0.054559885,bullish,3,1,5,neutral,9
NVDA,4/7/2021,-0.04237013,bearish,1,1,5,neutral,7
META,4/7/2021,0.045187229,neutral,5,3,12,neutral,20
TSLA,4/7/2021,0.085740891,bullish,8,0,8,bullish,16
BTC,4/7/2021,0.012999875,neutral,7,2,14,neutral,23
AAPL,4/8/2021,0.074809524,bullish,5,1,9,neutral,15
MSFT,4/8/2021,0.031558442,neutral,4,2,5,neutral,11
GOOGL,4/8/2021,0.022713203,neutral,7,3,10,neutral,20
AMZN,4/8/2021,0.077743506,bullish,4,0,4,bullish,8
NVDA,4/8/2021,-0.061818182,bearish,1,1,3,neutral,5
META,4/8/2021,0.04134119,neutral,5,3,10,neutral,18
TSLA,4/8/2021,0.044944826,neutral,7,1,9,neutral,17
BTC,4/8/2021,0.018564815,neutral,3,2,15,neutral,20
AAPL,4/9/2021,0.023097643,neutral,3,1,11,neutral,15
MSFT,4/9/2021,-0.007666667,neutral,2,2,6,neutral,10
GOOGL,4/9/2021,0.014994949,neutral,5,3,12,neutral,20
AMZN,4/9/2021,0.022727273,neutral,1,0,3,neutral,4
NVDA,4/9/2021,0.024666667,neutral,1,0,4,neutral,5
META,4/9/2021,0.011259259,neutral,4,4,7,neutral,15
TSLA,4/9/2021,-0.034067599,bearish,4,3,6,neutral,13
BTC,4/9/2021,0.017914468,neutral,6,4,15,neutral,25
AAPL,4/12/2021,0.047631674,neutral,5,1,6,neutral,12
MSFT,4/12/2021,0.035714286,neutral,2,0,12,neutral,14
GOOGL,4/12/2021,0.011133117,neutral,2,3,15,neutral,20
AMZN,4/12/2021,0.082424242,bullish,4,1,5,neutral,10
NVDA,4/12/2021,0.067201868,bullish,8,1,10,neutral,19
META,4/12/2021,-0.006212923,neutral,3,2,13,neutral,18
TSLA,4/12/2021,0.133333333,bullish,4,1,4,bullish,9
BTC,4/12/2021,0.039206349,neutral,9,3,16,neutral,28
AAPL,4/13/2021,0.046821068,neutral,6,1,8,neutral,15
MSFT,4/13/2021,0.03125,neutral,2,0,14,neutral,16
GOOGL,4/13/2021,0.007600916,neutral,3,2,17,neutral,22
AMZN,4/13/2021,0.062943723,bullish,5,2,7,neutral,14
NVDA,4/13/2021,0.084069048,bullish,10,1,9,bullish,20
META,4/13/2021,0.014127134,neutral,4,3,17,neutral,24
TSLA,4/13/2021,0.050549451,bullish,2,1,10,neutral,13
BTC,4/13/2021,0.042890488,neutral,10,4,23,neutral,37
AAPL,4/14/2021,0.054833206,bullish,5,3,9,neutral,17
MSFT,4/14/2021,0.066742424,bullish,4,0,12,neutral,16
GOOGL,4/14/2021,0.034030276,neutral,7,2,14,neutral,23
AMZN,4/14/2021,0.080330579,bullish,4,1,6,neutral,11
NVDA,4/14/2021,0.117709091,bullish,3,0,2,bullish,5
META,4/14/2021,0.060194774,bullish,8,2,13,neutral,23
TSLA,4/14/2021,0.041796537,neutral,4,0,10,neutral,14
BTC,4/14/2021,0.059833436,bullish,13,5,17,neutral,35
AAPL,4/15/2021,0.033659148,neutral,3,4,12,neutral,19
MSFT,4/15/2021,0.090833333,bullish,5,0,9,neutral,14
GOOGL,4/15/2021,0.008425161,neutral,4,1,17,neutral,22
AMZN,4/15/2021,0.082508418,bullish,7,1,10,neutral,18
NVDA,4/15/2021,0.092090909,bullish,3,0,3,bullish,6
META,4/15/2021,0.057440994,bullish,9,2,12,neutral,23
TSLA,4/15/2021,0.024047619,neutral,3,1,10,neutral,14
BTC,4/15/2021,0.061030303,bullish,14,4,15,neutral,33
AAPL,4/16/2021,0.008754209,neutral,2,3,13,neutral,18
MSFT,4/16/2021,0.036742424,neutral,3,0,7,neutral,10
GOOGL,4/16/2021,0.059786616,bullish,6,1,13,neutral,20
AMZN,4/16/2021,0.040779221,neutral,6,2,11,neutral,19
NVDA,4/16/2021,0.092136364,bullish,2,0,2,bullish,4
META,4/16/2021,0.037614019,neutral,6,1,15,neutral,22
TSLA,4/16/2021,0.0375,neutral,3,2,7,neutral,12
BTC,4/16/2021,0.03397849,neutral,9,2,21,neutral,32
AAPL,4/19/2021,0.194431818,bullish,6,0,2,bullish,8
MSFT,4/19/2021,0.073850649,bullish,6,1,3,bullish,10
GOOGL,4/19/2021,0.017727273,neutral,5,3,12,neutral,20
AMZN,4/19/2021,0,neutral,0,0,3,neutral,3
NVDA,4/19/2021,0,neutral,0,0,2,neutral,2
META,4/19/2021,-0.003557635,neutral,2,4,11,neutral,17
TSLA,4/19/2021,-0.032275132,bearish,1,2,9,neutral,12
BTC,4/19/2021,0.025527497,neutral,6,3,18,neutral,27
AAPL,4/20/2021,0.107492867,bullish,10,1,11,neutral,22
MSFT,4/20/2021,0.08500947,bullish,10,1,5,bullish,16
GOOGL,4/20/2021,0.019873548,neutral,4,4,11,neutral,19
AMZN,4/20/2021,0.050409452,bullish,4,2,6,neutral,12
NVDA,4/20/2021,0.024829932,neutral,2,0,5,neutral,7
META,4/20/2021,-0.005981405,neutral,2,5,15,neutral,22
TSLA,4/20/2021,0.021693122,neutral,3,1,14,neutral,18
BTC,4/20/2021,0.106416012,bullish,11,3,13,neutral,27
AAPL,4/21/2021,0.046540179,neutral,7,2,15,neutral,24
MSFT,4/21/2021,0.041399287,neutral,6,1,10,neutral,17
GOOGL,4/21/2021,0.039294132,neutral,6,1,11,neutral,18
AMZN,4/21/2021,0.08298111,bullish,6,1,4,bullish,11
NVDA,4/21/2021,0.043877551,neutral,3,0,4,neutral,7
META,4/21/2021,0.063253341,bullish,9,2,12,neutral,23
TSLA,4/21/2021,0.037098765,neutral,4,3,11,neutral,18
BTC,4/21/2021,0.041251403,neutral,9,3,15,neutral,27
AAPL,4/22/2021,0.003517316,neutral,1,1,12,neutral,14
MSFT,4/22/2021,0.076192225,bullish,4,1,6,neutral,11
GOOGL,4/22/2021,0.059106061,bullish,7,2,11,neutral,20
AMZN,4/22/2021,0.132742424,bullish,4,0,1,bullish,5
NVDA,4/22/2021,0.004814815,neutral,1,1,7,neutral,9
META,4/22/2021,0.049278171,neutral,9,5,8,bullish,22
TSLA,4/22/2021,0.036180556,neutral,6,3,7,neutral,16
BTC,4/22/2021,-0.005516706,neutral,8,4,14,neutral,26
AAPL,4/23/2021,0.033199212,neutral,3,1,10,neutral,14
MSFT,4/23/2021,0.086801347,bullish,5,1,7,neutral,13
GOOGL,4/23/2021,0.061044115,bullish,5,1,15,neutral,21
AMZN,4/23/2021,0.06625,bullish,3,1,6,neutral,10
NVDA,4/23/2021,0.003939394,neutral,1,1,9,neutral,11
META,4/23/2021,0.066331169,bullish,8,6,6,bullish,20
TSLA,4/23/2021,0.073015873,bullish,5,1,8,neutral,14
BTC,4/23/2021,0.033068007,neutral,8,6,17,neutral,31
AAPL,4/26/2021,0.076894617,bullish,5,3,11,neutral,19
MSFT,4/26/2021,0.024074074,neutral,2,1,9,neutral,12
GOOGL,4/26/2021,-0.006441963,neutral,3,4,12,neutral,19
AMZN,4/26/2021,-0.011360544,neutral,1,2,4,neutral,7
NVDA,4/26/2021,0,neutral,0,0,1,neutral,1
META,4/26/2021,0.046666667,neutral,8,2,9,neutral,19
TSLA,4/26/2021,0.041481481,neutral,2,0,13,neutral,15
BTC,4/26/2021,0.059119441,bullish,5,1,16,neutral,22
AAPL,4/27/2021,0.043859649,neutral,3,3,13,neutral,19
MSFT,4/27/2021,0.026015392,neutral,2,3,10,neutral,15
GOOGL,4/27/2021,0.029356742,neutral,6,3,12,neutral,21
AMZN,4/27/2021,0.03968254,neutral,1,0,8,neutral,9
NVDA,4/27/2021,0,neutral,0,0,1,neutral,1
META,4/27/2021,0.054614325,bullish,8,2,12,neutral,22
TSLA,4/27/2021,0.018055556,neutral,1,0,15,neutral,16
BTC,4/27/2021,0.059254231,bullish,8,0,25,neutral,33
AAPL,4/28/2021,0.020041322,neutral,3,2,17,neutral,22
MSFT,4/28/2021,0.065445432,bullish,9,2,8,bullish,19
GOOGL,4/28/2021,0.036464646,neutral,5,2,15,neutral,22
AMZN,4/28/2021,0.032323232,neutral,3,0,9,neutral,12
NVDA,4/28/2021,-0.003198653,neutral,1,1,2,neutral,4
META,4/28/2021,0.042078549,neutral,6,3,14,neutral,23
TSLA,4/28/2021,0.027895623,neutral,6,2,7,neutral,15
BTC,4/28/2021,0.065060125,bullish,10,2,21,neutral,33
AAPL,4/29/2021,0.011331169,neutral,3,2,15,neutral,20
MSFT,4/29/2021,0.084100551,bullish,10,1,11,neutral,22
GOOGL,4/29/2021,0.016561404,neutral,3,2,14,neutral,19
AMZN,4/29/2021,0.052525253,bullish,6,0,12,neutral,18
NVDA,4/29/2021,0.025441077,neutral,2,1,2,bullish,5
META,4/29/2021,0.092226002,bullish,6,1,14,neutral,21
TSLA,4/29/2021,0.030050505,neutral,6,2,7,neutral,15
BTC,4/29/2021,0.097753659,bullish,17,3,15,bullish,35
AAPL,4/30/2021,0.033333333,neutral,5,2,15,neutral,22
MSFT,4/30/2021,0.128816017,bullish,6,0,10,neutral,16
GOOGL,4/30/2021,0.072408658,bullish,7,1,12,neutral,20
AMZN,4/30/2021,0.099149478,bullish,6,0,11,neutral,17
NVDA,4/30/2021,-0.04,bearish,1,2,1,bearish,4
META,4/30/2021,0.058969697,bullish,6,2,12,neutral,20
TSLA,4/30/2021,0.028633084,neutral,4,3,4,bullish,11
BTC,4/30/2021,0.093741765,bullish,11,3,9,bullish,23
AAPL,5/3/2021,0.055883838,bullish,6,1,11,neutral,18
MSFT,5/3/2021,0.04480913,neutral,4,1,6,neutral,11
GOOGL,5/3/2021,0.018738859,neutral,5,1,11,neutral,17
AMZN,5/3/2021,0.143917749,bullish,2,0,5,neutral,7
NVDA,5/3/2021,0,neutral,0,0,1,neutral,1
META,5/3/2021,0.017226957,neutral,5,2,9,neutral,16
TSLA,5/3/2021,-0.009494949,neutral,2,2,7,neutral,11
BTC,5/3/2021,0.07610089,bullish,11,4,9,bullish,24
AAPL,5/4/2021,0.025007974,neutral,5,1,13,neutral,19
MSFT,5/4/2021,0.05571158,bullish,4,0,12,neutral,16
GOOGL,5/4/2021,0.045652578,neutral,8,2,9,neutral,19
AMZN,5/4/2021,0.086818182,bullish,1,0,4,neutral,5
NVDA,5/4/2021,0,neutral,0,0,0,neutral,0
META,5/4/2021,0.000253623,neutral,4,6,13,neutral,23
TSLA,5/4/2021,0.01532634,neutral,4,1,8,neutral,13
BTC,5/4/2021,0.09185313,bullish,17,4,11,bullish,32
AAPL,5/5/2021,0.038680927,neutral,4,0,13,neutral,17
MSFT,5/5/2021,0.056017316,bullish,2,0,8,neutral,10
GOOGL,5/5/2021,0.041374269,neutral,6,4,9,neutral,19
AMZN,5/5/2021,0.073611111,bullish,2,2,2,bullish,6
NVDA,5/5/2021,-0.106666667,bearish,0,1,0,bearish,1
META,5/5/2021,0.054259259,bullish,6,3,9,neutral,18
TSLA,5/5/2021,0.016603535,neutral,4,3,5,neutral,12
BTC,5/5/2021,0.108447477,bullish,16,2,14,bullish,32
AAPL,5/6/2021,0.005359147,neutral,2,3,13,neutral,18
MSFT,5/6/2021,0.04214876,neutral,2,0,9,neutral,11
GOOGL,5/6/2021,0.06751462,bullish,5,4,10,neutral,19
AMZN,5/6/2021,0.061060606,bullish,3,2,4,neutral,9
NVDA,5/6/2021,-0.035555556,bearish,0,1,2,neutral,3
META,5/6/2021,0.088325359,bullish,8,0,11,neutral,19
TSLA,5/6/2021,0.053162393,bullish,4,3,6,neutral,13
BTC,5/6/2021,0.08728856,bullish,12,3,12,bullish,27
AAPL,5/7/2021,-0.010138889,neutral,1,4,15,neutral,20
MSFT,5/7/2021,0.047818182,neutral,4,0,11,neutral,15
GOOGL,5/7/2021,0.03554798,neutral,5,2,13,neutral,20
AMZN,5/7/2021,0.033406926,neutral,4,1,5,neutral,10
NVDA,5/7/2021,0,neutral,0,0,4,neutral,4
META,5/7/2021,0.057215007,bullish,6,1,14,neutral,21
TSLA,5/7/2021,0.044770785,neutral,4,1,8,neutral,13
BTC,5/7/2021,0.024230249,neutral,8,3,13,neutral,24
AAPL,5/10/2021,-0.022444138,neutral,1,3,7,neutral,11
MSFT,5/10/2021,0.11467366,bullish,8,1,4,bullish,13
GOOGL,5/10/2021,0.016088435,neutral,4,4,13,neutral,21
AMZN,5/10/2021,0.085808081,bullish,3,0,5,neutral,8
NVDA,5/10/2021,0.166666667,bullish,1,0,1,bullish,2
META,5/10/2021,0.0995671,bullish,6,0,7,neutral,13
TSLA,5/10/2021,0.052457912,bullish,3,1,5,neutral,9
BTC,5/10/2021,0.062654809,bullish,9,2,12,neutral,23
AAPL,5/11/2021,-0.028159041,bearish,0,3,14,neutral,17
MSFT,5/11/2021,0.0675,bullish,6,1,7,neutral,14
GOOGL,5/11/2021,0.045814265,neutral,5,2,14,neutral,21
AMZN,5/11/2021,0.052804973,bullish,3,0,10,neutral,13
NVDA,5/11/2021,0.041071429,neutral,1,0,1,bullish,2
META,5/11/2021,0.039000722,neutral,4,3,14,neutral,21
TSLA,5/11/2021,0.040606061,neutral,4,2,9,neutral,15
BTC,5/11/2021,0.056693923,bullish,9,1,17,neutral,27
AAPL,5/12/2021,0.001455026,neutral,2,3,13,neutral,18
MSFT,5/12/2021,0.060286903,bullish,7,2,8,neutral,17
GOOGL,5/12/2021,0.052277881,bullish,6,0,15,neutral,21
AMZN,5/12/2021,0.055011655,bullish,4,0,9,neutral,13
NVDA,5/12/2021,0.020535714,neutral,1,0,3,neutral,4
META,5/12/2021,0.019872727,neutral,5,4,16,neutral,25
TSLA,5/12/2021,0.030776515,neutral,3,1,12,neutral,16
BTC,5/12/2021,0.054225108,bullish,11,2,27,neutral,40
AAPL,5/13/2021,0.084142857,bullish,6,2,12,neutral,20
MSFT,5/13/2021,0.078206434,bullish,7,1,9,neutral,17
GOOGL,5/13/2021,0.076878198,bullish,8,1,13,neutral,22
AMZN,5/13/2021,0.114965444,bullish,9,0,10,neutral,19
NVDA,5/13/2021,0,neutral,0,0,5,neutral,5
META,5/13/2021,0.033506061,neutral,5,2,18,neutral,25
TSLA,5/13/2021,0.052777778,bullish,3,1,14,neutral,18
BTC,5/13/2021,0.041982227,neutral,16,6,34,neutral,56
AAPL,5/14/2021,0.100265152,bullish,7,0,13,neutral,20
MSFT,5/14/2021,0.067949907,bullish,4,0,10,neutral,14
GOOGL,5/14/2021,0.054931818,bullish,6,3,11,neutral,20
AMZN,5/14/2021,0.100881033,bullish,8,0,10,neutral,18
NVDA,5/14/2021,0.103174603,bullish,2,0,4,neutral,6
META,5/14/2021,0.012790404,neutral,5,3,14,neutral,22
TSLA,5/14/2021,0.090727273,bullish,6,1,8,neutral,15
BTC,5/14/2021,-0.017733715,neutral,10,11,28,neutral,49
AAPL,5/17/2021,-0.016515152,neutral,5,2,8,neutral,15
MSFT,5/17/2021,-0.047435897,bearish,1,3,9,neutral,13
GOOGL,5/17/2021,0.02297619,neutral,2,4,8,neutral,14
AMZN,5/17/2021,0.099931129,bullish,4,1,6,neutral,11
NVDA,5/17/2021,-0.077777778,bearish,0,2,1,bearish,3
META,5/17/2021,-0.010225018,neutral,2,4,18,neutral,24
TSLA,5/17/2021,0.001864802,neutral,2,1,10,neutral,13
BTC,5/17/2021,0.053964024,bullish,8,1,20,neutral,29
AAPL,5/18/2021,0.02814992,neutral,5,1,13,neutral,19
MSFT,5/18/2021,0.038235294,neutral,2,3,12,neutral,17
GOOGL,5/18/2021,0.035256917,neutral,4,1,18,neutral,23
AMZN,5/18/2021,0.086750842,bullish,6,2,7,neutral,15
NVDA,5/18/2021,-0.046666667,bearish,0,2,3,neutral,5
META,5/18/2021,-0.011507117,neutral,4,5,13,neutral,22
TSLA,5/18/2021,0.028531469,neutral,3,1,9,neutral,13
BTC,5/18/2021,0.030668793,neutral,10,8,20,neutral,38
AAPL,5/19/2021,0.041624579,neutral,6,1,11,neutral,18
MSFT,5/19/2021,0.073214286,bullish,3,1,10,neutral,14
GOOGL,5/19/2021,0.055486869,bullish,8,2,15,neutral,25
AMZN,5/19/2021,0.055826118,bullish,5,1,8,neutral,14
NVDA,5/19/2021,0,neutral,0,0,4,neutral,4
META,5/19/2021,0.050790699,bullish,8,2,12,neutral,22
TSLA,5/19/2021,0.011428571,neutral,2,2,10,neutral,14
BTC,5/19/2021,0.015257489,neutral,12,14,32,neutral,58
AAPL,5/20/2021,0.062418301,bullish,9,0,8,bullish,17
MSFT,5/20/2021,0.025734266,neutral,2,0,11,neutral,13
GOOGL,5/20/2021,0.045838564,neutral,8,3,9,neutral,20
AMZN,5/20/2021,0.049833024,neutral,4,0,10,neutral,14
NVDA,5/20/2021,0.08,bullish,1,0,4,neutral,5
META,5/20/2021,0.089329004,bullish,9,1,11,neutral,21
TSLA,5/20/2021,-0.047020202,bearish,4,3,9,neutral,16
BTC,5/20/2021,0.026756263,neutral,10,8,32,neutral,50
AAPL,5/21/2021,0.157163743,bullish,11,1,7,bullish,19
MSFT,5/21/2021,0.08523416,bullish,3,1,7,neutral,11
GOOGL,5/21/2021,0.076965059,bullish,6,1,14,neutral,21
AMZN,5/21/2021,0.017418831,neutral,2,0,10,neutral,12
NVDA,5/21/2021,0.165,bullish,2,0,3,neutral,5
META,5/21/2021,0.077392344,bullish,9,1,9,bullish,19
TSLA,5/21/2021,-0.08047138,bearish,3,2,7,neutral,12
BTC,5/21/2021,0.054470867,bullish,11,2,28,neutral,41
AAPL,5/24/2021,0.066065416,bullish,4,0,5,neutral,9
MSFT,5/24/2021,0.066666667,bullish,3,0,7,neutral,10
GOOGL,5/24/2021,0.046832211,neutral,6,2,10,neutral,18
AMZN,5/24/2021,0.136681097,bullish,5,1,1,bullish,7
NVDA,5/24/2021,0.05,neutral,1,1,4,neutral,6
META,5/24/2021,0.077129187,bullish,8,2,9,neutral,19
TSLA,5/24/2021,-0.020833333,neutral,0,1,7,neutral,8
BTC,5/24/2021,0.028240616,neutral,6,4,19,neutral,29
AAPL,5/25/2021,0.034498834,neutral,4,0,9,neutral,13
MSFT,5/25/2021,0.052203857,bullish,5,1,5,bullish,11
GOOGL,5/25/2021,-0.001862745,neutral,4,2,11,neutral,17
AMZN,5/25/2021,0.101131313,bullish,5,1,4,bullish,10
NVDA,5/25/2021,0.113888889,bullish,3,1,5,neutral,9
META,5/25/2021,0.099129759,bullish,13,3,10,bullish,26
TSLA,5/25/2021,0.032424242,neutral,2,0,8,neutral,10
BTC,5/25/2021,0.041138794,neutral,12,4,31,neutral,47
AAPL,5/26/2021,0.027003367,neutral,5,1,9,neutral,15
MSFT,5/26/2021,0.036222772,neutral,5,2,7,neutral,14
GOOGL,5/26/2021,0.034084967,neutral,5,4,8,neutral,17
AMZN,5/26/2021,0.030936819,neutral,3,2,12,neutral,17
NVDA,5/26/2021,0.065,bullish,3,0,2,bullish,5
