Date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,BTC-USD
2021-03-17,-0.006450760199180339,-0.0028185534906010057,-0.000801387278173582,0.014188848597238346,0.0037618642290173643,0.016936315124580714,0.03683074261011732,0.036369962842253134
2021-03-18,-0.03390500878867553,-0.026662149478873465,-0.029238020738488357,-0.03435878370750434,-0.04637861774832175,-0.018978268314452817,-0.06932072763951169,-0.017189693893861602
2021-03-19,-0.004480355793607171,-0.0016037539884796725,0.0027803187555373032,0.015511909856343209,0.00968761125390083,0.04123901314964118,0.0026180050626212203,0.008429650137686817
2021-03-20,,,,,,,,-0.0005657190459794625
2021-03-21,,,,,,,,-0.013551247955811196
2021-03-22,0.028335705323432103,0.02448453546571705,0.0018402218692430417,0.01167821172408301,0.026506429997099845,0.011823150828988993,0.023103830299388672,-0.05205318540083803
2021-03-23,-0.0068887293266064464,0.006737523168890869,0.005239565043252181,0.008560288075996736,-0.008759007693233234,-0.009913572325778608,-0.01170146456365928,0.0038474981233158623
2021-03-24,-0.019993542545277077,-0.008923332052586441,-0.004310887107392025,-0.016073304438495972,-0.032725573894008764,-0.029212333391271494,-0.04816058727810224,-0.035891807492523076
2021-03-25,0.004163675734918382,-0.013250467882335748,-3.450802258786467e-05,-0.013219634289670767,-0.008522657474956286,-0.012050837884373666,0.016056627401557888,-0.020277031922222966
2021-03-26,0.005141363901088214,0.01781851313302152,-0.0038032468498286898,0.0018941122432061253,0.024251697163611752,0.015354884287207993,-0.03385438241576755,0.06639992475218648
2021-03-27,,,,,,,,0.015165759461888806
2021-03-28,,,,,,,,-0.0004067213991215679
2021-03-29,0.0014849878786151738,-0.0052434535251970615,0.010401289067327735,0.007765307334585803,0.008489533205945143,0.027559914221772175,-0.01199266702111268,0.03216137854506651
2021-03-30,-0.012274440365392825,-0.014410794374243308,0.00033251337819883986,-0.006645597502498379,-0.0059080893509199095,-0.009696706928636,0.039801078851212424,0.020216245195582738
2021-03-31,0.018765709181593593,0.016907467960335598,0.00784282149405735,0.01269600564306872,0.03701893307934889,0.022673633950810013,0.05083220558444013,1.9359634988669328e-05
2021-04-01,0.006958531468607365,0.02790850382681387,0.03261051718544894,0.02162845443110406,0.0347238039361053,0.01402235576450539,-0.009252455923119962,0.0030037350775407035
2021-04-02,,,,,,,,0.004881969011259368
2021-04-03,,,,,,,,-0.029981350293480258
2021-04-04,,,,,,,,0.0200448971410081
2021-04-05,0.02357730814947434,0.02772843137713621,0.0418728681626519,0.02079404593469847,0.012724661896936773,0.034319870759289106,0.04427659122771899,0.005094138552963257
2021-04-06,0.002462383910987853,-0.004858011282812935,-0.004371465149261677,-0.0009018902147276409,-0.00900807024206629,-0.008578475487966197,0.0008247761127986308,-0.014655445594718208
2021-04-07,0.013390334323015063,0.008230380242461477,0.013475103021847179,0.01723733655641202,0.020344141523383596,0.022301234358462763,-0.029857428208930892,-0.036833390122360865
2021-04-08,0.019233768883541336,0.013405393114196196,0.005091546543070313,0.006071242952548017,0.0122671178598166,-0.00022357482545509733,0.01912159613436426,0.04058980823677527
2021-04-09,0.020251747632555883,0.010266542669227663,0.008993853549066122,0.02209562242522667,0.005797340614689617,-0.0017890964451287017,-0.009915155733034697,-0.0013536328475677317
2021-04-10,,,,,,,,0.026581343719059625
2021-04-11,,,,,,,,0.006885903949730876
2021-04-12,-0.013233248450237434,0.0002345338903626537,-0.011472409060225508,0.0021321218730274705,0.05618038307449469,-0.0029442947781146422,0.03686741230129442,-0.005174186540237491
2021-04-13,0.024306276098511548,0.010081607887648447,0.004370477651678195,0.006098747605224553,0.030935701322743592,-0.005713544014840144,0.0859569036478478,0.06027376479221824
2021-04-14,-0.017852820660032576,-0.011218873097034954,-0.005553530141121699,-0.01970591825597423,-0.025670480054295064,-0.02240438941847922,-0.03947166704647498,-0.00620063437737306
2021-04-15,0.01870790994939897,0.01529773583231453,0.01933172362576019,0.013828409714570444,0.05631004694240027,0.016511405207421337,0.009040931223980753,0.003237480473297971
2021-04-16,-0.002527835238535836,0.004778433402386151,-0.0010939841993165,0.006022342354579324,-0.013927287889448747,-0.0053278865539134745,0.0012587029151958085,-0.027501379378466195
2021-04-17,,,,,,,,-0.014437688523377457
2021-04-18,,,,,,,,-0.0736215468265391
2021-04-19,0.005068366500809995,-0.007670273611045331,0.003070871075473658,-0.00806900981526193,-0.034611090055420846,-0.012868186681655902,-0.03399658468630862,-0.008750468945115109
2021-04-20,-0.012829991107732197,-0.0018553747524041597,-0.00469476628797183,-0.011067567276491497,-0.012400941694351797,0.0013565627473111075,0.006101017267521991,0.013436976092944253
2021-04-21,0.0029296860123282364,0.008983348341255581,-0.00028961602895027916,0.008195669633476843,0.012474191122338274,-0.0038987818811809793,0.034951793439894185,-0.045454287638402646
2021-04-22,-0.011685096299896669,-0.013086181798291574,-0.011337215222783636,-0.015758395892332966,-0.03321828024925233,-0.016419607888565557,-0.03283069676699324,-0.0397694659817468
2021-04-23,0.01803853111203879,0.015476275047768384,0.021047544754518865,0.00962218974677076,0.027945706007707738,0.015547049282945702,0.013491908213451476,-0.012917150838772984
2021-04-24,,,,,,,,-0.02040928977310741
2021-04-25,,,,,,,,-0.02091099195802515
2021-04-26,0.002977963834066788,0.0015315855752331409,0.004348006156190687,0.020389780364207244,0.013936781564216627,0.006342702692474722,0.012064715006025573,0.10238907033660749
2021-04-27,-0.002449722394512799,0.0016057176216759395,-0.008203702041372107,0.0024729175512423485,-0.006218337742275759,0.0017489489474917796,-0.04532647907368281,0.018721407731506323
2021-04-28,-0.006026993157522531,-0.028285567783370102,0.02970781425802893,0.012017786731569835,-0.0068265399948228556,0.011628404501203393,-0.014672094304228334,-0.003787066282106566
2021-04-29,-0.0007487319899128764,-0.008053105716663844,0.014293872456783818,0.0037039347600635875,0.003142307764977481,0.07297281929941457,-0.02505755171974844,-0.02315733013830157
2021-04-30,-0.015133101175590746,-0.0013069985139323448,-0.01640783149544589,-0.001120636171800582,-0.020571509827229884,-0.013444220337950896,0.04791723957558203,0.07833176806484676
2021-05-01,,,,,,,,0.0013484807439372304
2021-05-02,,,,,,,,-0.020698824187899145
2021-05-03,0.008214976447276312,-0.001268926239712198,-0.004427393057319873,-0.023340170719312603,-0.011509295361947003,-0.007690390357422028,-0.034590632711300695,0.010051280367532334
2021-05-04,-0.03538545639206625,-0.016159813452587324,-0.015471095208574814,-0.022034541333801894,-0.03272272523240993,-0.01308205058709444,-0.01649874089928205,-0.06760024652955021
2021-05-05,0.0019555393425942924,-0.0053270076957531165,0.0034419772117051384,-0.012479432999494278,0.007473229430221329,-0.010491303098576044,-0.003948959080373515,0.07669599321369813
2021-05-06,0.012802331473584339,0.013226695034931568,0.00975469662063233,0.010955401769447537,0.004460896408615911,0.015872153015575874,-0.011029338520784915,-0.01789307689659958
2021-05-07,0.005327480702880694,0.010931862095827194,0.0062378101739086755,-0.0044640578502762596,0.01991673664508964,-0.002937440069703645,0.013307460953421169,0.017020319573156195
2021-05-08,,,,,,,,0.02523475916996243
2021-05-09,,,,,,,,-0.009718099130935132
2021-05-10,-0.025804420134826422,-0.020914248027198434,-0.025587491129991813,-0.03072052637375966,-0.03689524150463186,-0.04108680781407137,-0.06444373139784076,-0.04074231762821234
2021-05-11,-0.007410297201830396,-0.0038433865842870674,-0.009464373550405747,0.010474816917876772,0.0028391391854871717,0.0018301195690133554,-0.018822278764288325,0.01512317249631967
2021-05-12,-0.02493853730472395,-0.029362667879053617,-0.03075247132408654,-0.022323796765424953,-0.038287443263733234,-0.01298391359474782,-0.044248212926854213,-0.1332174549686006
2021-05-13,0.017919811530753282,0.016861952443049777,0.013084901835569651,0.0030235440044839024,-0.006777777631124748,0.008957160990142876,-0.030853203980896415,0.011508648851976444
2021-05-14,0.01984472240658408,0.02106714713693414,0.022135043095819817,0.019430851184491837,0.04227886547713822,0.03498651990853707,0.03157303299711356,0.00330563837155351
2021-05-15,,,,,,,,-0.06255641898138342
2021-05-16,,,,,,,,-0.0065040138312105755
2021-05-17,-0.009258621212076767,-0.011968522627455513,0.004626131344059647,0.0147351540352203,-0.005441343500779294,-0.0015191996761471094,-0.02189098294684022,-0.06282381595309616
2021-05-18,-0.011245706424174773,-0.008565085871510725,-0.011555694302419206,-0.011653058569779051,-0.010571337620100651,-0.017434839789284062,0.0018029458511532592,-0.014426855146374762
2021-05-19,-0.0012815977197525585,0.002474056583297024,0.0039911960165610605,-0.000148514828115065,0.00356733825749167,0.011711168844723119,-0.02493638386588848,-0.13766122609163733
2021-05-20,0.021012242222899546,0.013820330213553111,0.015606497845440659,0.004913709794237331,0.03887095165317778,0.01600822303156102,0.04138712802336375,0.10216344466291027
2021-05-21,-0.014767043651462197,-0.005314676915685768,-0.0055572081101582516,-0.013732853548741542,0.02595389749962096,-0.007469940821984822,-0.010054917128925145,-0.08528232829817228
2021-05-22,,,,,,,,0.006217486259949112
2021-05-23,,,,,,,,-0.0736893688644572
2021-05-24,0.013314132775963383,0.022881893699067346,0.029165841149269678,0.013084215261017773,0.041372835706825706,0.0265628691769757,0.0440022264046771,0.11318183957815453
2021-05-25,-0.0015735915947862056,0.003748408740213538,0.0007750322476072213,0.004332851226203749,0.0022897458420072514,0.009734173722439898,-0.002885668382965889,-0.007847826326095597
2021-05-26,-0.000394017921986789,-0.0009136896325472321,0.0073809225676846335,0.0018747562447005706,0.0033391835775862244,-0.00039672344749597244,0.023879957500782645,0.023227211885217036
2021-05-27,-0.012376806287179742,-0.008668464518583052,-0.007406621071326391,-0.010734558114025683,-0.013503130738584002,0.015534451318934828,0.018929840154243482,-0.021815700174415475
2021-05-28,-0.0053480641777644555,0.0014840901340054113,-0.0024676350967181016,-0.0021794289420000723,0.04884422070859884,-0.012081042829909183,-0.008924522802159385,-0.07126897282320166
2021-05-29,,,,,,,,-0.03029724398312339
2021-05-30,,,,,,,,0.03068120125307594
2021-05-31,,,,,,,,0.04637929771620186
2021-06-01,-0.0026482339983160408,-0.009131561726824833,0.010323090987098826,-0.0013714148069622345,0.0012312065376913761,0.0012168672071528608,-0.002111268599623961,-0.017355481635803582
2021-06-02,0.0062761225802587806,-0.0004041986098844985,-0.0044473145232978295,0.004765962837133042,0.031587220082760714,6.068564352657013e-05,-0.030100952337768105,0.02426756732611457
2021-06-03,-0.012154142353972053,-0.006429445588746141,-0.009706402215069798,-0.014526941142032901,0.011413409103726124,-0.00944851638189581,-0.05334476431283097,0.043475133082156336
2021-06-04,0.019022196732882968,0.020674633063681114,0.01959029402727941,0.006027657821926935,0.035858103141905406,0.013219081343798456,0.045754470575515294,-0.05902658087058821
2021-06-05,,,,,,,,-0.03638625350557034
2021-06-06,,,,,,,,0.008731498936251025
2021-06-07,7.941107657116753e-05,0.012042060151718603,0.003647318206712269,-0.0025606925929613222,0.002317987522276299,0.018858807006676193,0.010149431698305955,-0.06418068028941804
2021-06-08,0.006671979695136443,-0.004885507487553786,-0.0016067601092814021,0.020669153552085318,-0.009194416887340462,-0.008616026656028675,-0.002544921741878703,-0.0026243254847995168
2021-06-09,0.003077059928182413,0.004038445769806831,0.003960887370557886,0.005220349302289318,-0.00542897616933502,-0.010279352114470841,-0.007968981371759054,0.11569117681725527
2021-06-10,-0.00802325289421002,0.014393192599316373,0.011291825143179057,0.02087684594544914,0.0038454691273059893,0.006691835063301177,0.018938501740255687,-0.01720501684509279
2021-06-11,0.009832697877002028,0.00252691381897141,-0.002024498112566775,-0.0008418265339896758,0.022970061390737317,-0.0036093681583164727,-0.0003770180312155924,0.01721406171757467
2021-06-12,,,,,,,,-0.047727642256857994
2021-06-13,,,,,,,,0.09972131894675185
2021-06-14,0.02457762020309051,0.007755390674057949,0.0076988938141346885,0.011067127216432215,0.010855168429920736,0.0166334039893572,0.012789221849023313,0.028661855288592664
2021-06-15,-0.006437429677695339,-0.005887321406006563,-0.008379229910537744,-0.0002186996793457352,-0.01277836977652147,-5.921796805963275e-05,-0.029675082579620482,0.004669320789865594
2021-06-16,0.003933955810787149,-0.003793036421567031,-0.005328679131698655,0.0094941835711142,0.0012228151391862063,-0.016837638731536098,0.009193155632698069,-0.05096256237308472
2021-06-17,0.012600790862836941,0.013676176917154947,0.008039960146366765,0.02166464377780497,0.047556863029555974,0.016401043567345175,0.019392614586788648,-0.007655308506355651
2021-06-18,-0.010091623879514233,-0.005634464803536354,-0.013409392619038285,-0.0006706583139327593,-0.0009916401488372362,-0.020356039286654193,0.010882243306208794,-0.0595545108824469
2021-06-19,,,,,,,,-0.004788717174578294
2021-06-20,,,,,,,,0.002314299179515533
2021-06-21,0.014103671934414308,0.012334762539573774,0.014166097805961453,-0.009446804682075038,-0.011347458246662834,0.007977926608873753,-0.003978800587379316,-0.11265533282181261
2021-06-22,0.012698566269263356,0.010966208469424421,0.004252433504574604,0.01490466106187549,0.02493626495525625,0.02028349843514965,0.004638983624974058,0.02616961270137308
2021-06-23,-0.0020898310039056955,-0.0009040513645103276,-0.001663538260816666,-0.0004621896804161141,0.0090273876461342,0.004601312362994436,0.05268476618207507,0.0374509295196066
2021-06-24,-0.002169096340302157,0.00535315911141776,0.003054181070623052,-0.015622946391951387,0.0077790443343954685,0.007604436883920318,0.035411302984154513,0.027856637741157764
2021-06-25,-0.0022485129747041865,-0.006262061518117146,6.944477434012164e-05,-0.013806561613952328,-0.00908593280993042,-0.005274166217288934,-0.011694312026312215,-0.0872604012088013
2021-06-26,,,,,,,,0.017336806155961115
2021-06-27,,,,,,,,0.07653470332064805
2021-06-28,0.012545717355374908,0.013961391393520817,0.00022450792793615726,0.012474089136242261,0.05012872831607207,0.04180215364279172,0.025079265670401973,-0.006213875976586625
2021-06-29,0.011500309805914544,0.009972775579862425,-0.0021504681583053298,0.0012340341405479016,0.0020891480106906,-0.010544336786178943,-0.011557681931348984,0.04162825758718758
2021-06-30,0.004621038202463401,-0.001842276576779156,-0.0014966234074305085,-0.0023143032508132766,-0.0012109679918925753,-0.011878710383078861,-0.0015570796861552605,-0.02305527321430456
2021-07-01,0.0022636791710590742,0.002584295575572826,0.002907797530893319,-0.0020900020900020966,0.010473862875279627,0.019211474763365155,-0.0026188230779431443,-0.04191448950075438
2021-07-02,0.019596325762654798,0.022275239773669853,0.02297356063174738,0.022723749230608936,0.01360570074852352,0.000874792172027794,0.0014456370513082906,0.00967855812266083
2021-07-03,,,,,,,,0.022760094790705843
2021-07-04,,,,,,,,0.017861561294527206
2021-07-05,,,,,,,,-0.043691535402215154
2021-07-06,0.01471872616981118,3.599348178418005e-05,0.007444715116652345,0.04692710742205475,0.010323551632356986,-0.0054132708132998975,-0.028457809785947474,0.014496276584600176
2021-07-07,0.017955088868682578,0.00817554588998104,0.0022505141613886614,0.005669564076709488,-0.015786208119127787,-0.00649128370642893,-0.02263562857139878,-0.011095808977648836
2021-07-08,-0.00919957553345907,-0.00896639275467681,-0.011306674816494167,0.009422227593882448,-0.02302184742898139,-0.013809187554643776,0.012658037290573132,-0.028886355129662422
2021-07-09,0.013054759610962918,0.0018741186748494343,0.003794724335046018,-0.003234704202571881,0.007410841419861924,0.013800125815839781,0.006341837079579804,0.02800225791699673
2021-07-10,,,,,,,,-0.008210311003178261
2021-07-11,,,,,,,,0.021469475378479208
2021-07-12,-0.004203759689685449,-0.0022305114335335885,0.011607843252084749,-0.00021234814297532711,0.023054914084866374,0.007819218459310662,0.0437628194032984,-0.031668630428790756
2021-07-13,0.007889217961023709,0.013197788458476634,0.0028824411579237985,-0.011076947823728367,-0.012797346450522662,-0.0030299324011932027,-0.0250255268170938,-0.013687548281983153
2021-07-14,0.02410071127089153,0.005445091856565609,0.007032270237943061,0.0011747744165069296,-0.020172823087270975,-0.012667117940936445,-0.022676262535623493,0.003679352094793975
2021-07-15,-0.004492262988442741,-0.0052385094743024885,-0.009607245087331795,-0.013711143174944485,-0.04411215410556013,-0.009118954594867446,-0.004254796226577984,-0.031734999531688124
2021-07-16,-0.014075923591888473,-0.0009963670065870067,-0.0002755827254306009,-0.01585423166667732,-0.04245689444526113,-0.009580132603933422,-0.009806316575730722,-0.011302175908234458
2021-07-17,,,,,,,,0.003549453661488622
2021-07-18,,,,,,,,0.008363987433579023
2021-07-19,-0.026914474320340998,-0.01332153813399295,-0.018839049336332514,-0.006727030092302577,0.0340702767331309,-0.01234031242956779,0.003104482057777691,-0.030788575922789052
2021-07-20,0.025974045849257665,0.008339035067965295,0.01309617768824256,0.0066486136498793424,-0.00893258926636109,0.0139783388933028,0.02209778342837665,-0.03278895069501786
2021-07-21,-0.005131697662416057,0.007446720178072352,0.010613379539131218,0.003361110852517335,0.04287562830272229,0.01337596973561439,-0.007888019850240235,0.07727442675168827
2021-07-22,0.009628672747430178,0.016844382802779556,0.006840372732927813,0.014735635895966048,0.009479349133987958,0.014325754913338207,-0.009202007847976312,0.006303573302191001
2021-07-23,0.01198907729027443,0.012336286626491333,0.03576896339975355,0.005115384934792466,-0.001836868375940326,0.052962739106052314,-0.009056424875986235,0.03925482537500802
2021-07-24,,,,,,,,0.021169199000986128
2021-07-25,,,,,,,,0.030844758309330533
2021-07-26,0.002894546073542781,-0.0021399713780861918,0.0076683923984295355,0.01180863619816197,-0.013498414052140029,0.007220179521981729,0.022133069927244398,0.05621887171744144
2021-07-27,-0.014900233288750564,-0.00868392143764829,-0.015928792021379312,-0.019846876786293155,-0.004457397684443309,-0.012484450981895212,-0.01952494819687245,0.055424286615063156
2021-07-28,-0.01219607940496148,-0.0011166051168394198,0.03179679495180232,0.0010837371680696428,0.015357981454212632,0.014871818961242234,0.0034120354402995545,0.014945713184850051
2021-07-29,0.004552195258383129,0.00097808047863146,-0.0023255735447020864,-0.008373940689987869,0.008152934397892775,-0.04007708435216706,0.04694118807422987,0.00031292265067750513
2021-07-30,0.0015106647865952283,-0.005549471987353116,-0.007740543749823026,-0.07564890713277761,-0.00829014375660575,-0.005637463397952458,0.014541928508582602,0.055666404612466414
2021-07-31,,,,,,,,-0.014427457617713135
2021-08-01,,,,,,,,-0.039669750474507826
2021-08-02,-0.002331064544385475,-0.000315796985887129,0.0009501515422940532,0.0011690369463182027,0.012872400169752884,-0.012208865934530744,0.032697928666004517,-0.019335866368471732
2021-08-03,0.012644553901336897,0.008074951936911656,0.005750574359040694,0.01043374884144277,0.003291141592242086,-0.0020173541021781816,9.862621233169833e-05,-0.02675797936526192
